pl_name,hostname,disc_year,discoverymethod,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist,sy_snum,sy_pnum
"ome Ser b","ome Ser",2013,"Radial Velocity","Okayama Astrophysical Observatory",278.59000000000,0.8380000000,14.00000000,233.92170755,824.94,4724.00,76.75560000,2,1
"tau Gem b","tau Gem",2013,"Radial Velocity","Lick Observatory",305.50000000000,1.1700000000,12.10000000,6547.00000000,1012.69,4388.00,112.53700000,1,1
"BD-11 4672 b","BD-11 4672",2014,"Radial Velocity","La Silla Observatory",1634.00000000000,2.3600000000,14.10000000,206.58950000,114.17,4550.00,27.16650000,1,2
"CoRoT-22 b","CoRoT-22",2014,"Transit","CoRoT",9.75598000000,0.0920000000,4.88000000,12.20000000,885.00,5939.00,627.15800000,1,1
"CoRoT-24 b","CoRoT-24",2014,"Transit","CoRoT",5.11340000000,0.0560000000,3.70000000,5.70000000,1070.00,4950.00,591.55500000,1,2
"CoRoT-24 c","CoRoT-24",2014,"Transit","CoRoT",11.75900000000,0.0980000000,5.00000000,28.00000000,850.00,4950.00,591.55500000,1,2
"CoRoT-27 b","CoRoT-27",2014,"Transit","CoRoT",3.57532000000,0.0476000000,11.28700000,3302.11000000,1500.00,5900.00,1010.28000000,1,1
"GJ 15 A b","GJ 15 A",2014,"Radial Velocity","W. M. Keck Observatory",11.44070000000,0.0720000000,1.55000000,3.03000000,550.00,3607.00,3.56228000,2,2
"GJ 160.2 b","GJ 160.2",2014,"Radial Velocity","Multiple Observatories",5.23540000000,0.0530000000,3.17000000,10.20000000,736.99,4347.00,25.85570000,1,1
"GJ 180 b","GJ 180",2014,"Radial Velocity","Multiple Observatories",17.13300000000,0.0920000000,2.43000000,6.49000000,344.43,3371.00,11.94070000,1,3
"GJ 180 c","GJ 180",2014,"Radial Velocity","Multiple Observatories",24.32900000000,0.1290000000,2.41000000,6.40000000,290.87,3371.00,11.94070000,1,3
"GJ 229 b","GJ 229",2014,"Radial Velocity","Multiple Observatories",579.47495000000,1.0860000000,3.97000000,14.93793513,111.85,3564.00,5.75624000,3,2
"GJ 27.1 b","GJ 27.1",2014,"Radial Velocity","Multiple Observatories",15.81900000000,0.1010000000,3.66000000,13.00000000,387.13,3542.00,23.60620000,1,1
"GJ 422 b","GJ 422",2014,"Radial Velocity","Multiple Observatories",20.12900000000,0.1110000000,3.33000000,11.07000000,292.68,3323.00,12.66310000,1,1
"GJ 433 c","GJ 433",2014,"Radial Velocity","Multiple Observatories",5094.10500000000,4.8190000000,6.27000000,32.42200000,53.76,3461.00,9.06456000,1,3
"GJ 682 b","GJ 682",2014,"Radial Velocity","Multiple Observatories",17.47800000000,0.0800000000,1.93000000,4.40000000,281.93,3028.00,5.00671000,1,2
"GJ 682 c","GJ 682",2014,"Radial Velocity","Multiple Observatories",57.32000000000,0.1760000000,2.89000000,8.70000000,190.08,3028.00,5.00671000,1,2
"GJ 687 b","GJ 687",2014,"Radial Velocity","Lick Observatory",38.14200000000,0.1630000000,4.32000000,17.20000000,263.65,3413.00,4.54939000,1,2
"GJ 849 c","GJ 849",2014,"Radial Velocity","W. M. Keck Observatory",5990.00000000000,4.9500000000,13.80000000,314.65012293,50.41,3467.00,8.80058000,1,2
"GU Psc b","GU Psc",2014,"Imaging","Gemini Observatory",,2000.0000000000,14.17900000,3591.30000000,1050.00,4031.81,47.55010000,1,1
"HAT-P-44 b","HAT-P-44",2014,"Transit","HATNet",4.30121900000,0.0507000000,13.92200000,111.87100000,1108.00,5295.00,347.85000000,1,2
"HAT-P-44 c","HAT-P-44",2014,"Radial Velocity","W. M. Keck Observatory",872.20000000000,1.7520000000,13.00000000,1271.30000000,187.92,5295.00,347.85000000,1,2
"HAT-P-45 b","HAT-P-45",2014,"Transit","HATNet",3.12899200000,0.0452000000,15.98400000,283.49200000,1652.00,6330.00,298.64000000,1,1
"HAT-P-46 b","HAT-P-46",2014,"Transit","HATNet",4.46312900000,0.0577000000,14.39200000,156.68400000,1458.00,6120.00,290.73600000,1,1
"HAT-P-49 b","HAT-P-49",2014,"Transit","HATNet",2.69155000000,0.0437800000,17.82231000,699.22600000,2131.00,6820.00,350.35100000,1,1
"HATS-4 b","HATS-4",2014,"Transit","HATSouth",2.51672900000,0.0362000000,11.43300000,420.47100000,1315.00,5403.00,416.45900000,1,1
"HATS-5 b","HATS-5",2014,"Transit","HATSouth",4.76338700000,0.0542000000,10.22300000,75.32300000,1025.00,5304.00,246.38400000,1,1
"HD 100546 b","HD 100546",2014,"Imaging","Paranal Observatory",,53.0000000000,77.34210000,2701.54145950,94.67,10500.00,109.67700000,1,1
"HD 103720 b","HD 103720",2014,"Radial Velocity","La Silla Observatory",4.55570000000,0.0498000000,14.10000000,197.04600000,926.24,5017.00,45.53520000,1,1
"HD 10442 b","HD 10442",2014,"Radial Velocity","W. M. Keck Observatory",1032.30000000000,2.0100000000,13.60000000,472.61321000,234.49,4912.00,135.37400000,1,1
"HD 108341 b","HD 108341",2014,"Radial Velocity","La Silla Observatory",1129.00000000000,2.0000000000,13.30000000,715.11391575,155.23,5122.00,48.91020000,2,1
"HD 14067 b","HD 14067",2014,"Radial Velocity","Okayama Astrophysical Observatory",2744.00000000000,5.1500000000,12.20000000,4862.77462710,360.28,4815.00,142.02400000,1,1
"HD 141399 b","HD 141399",2014,"Radial Velocity","Multiple Observatories",94.44000000000,0.4150000000,14.30000000,143.34133000,493.71,5600.00,37.01690000,1,4
"HD 141399 c","HD 141399",2014,"Radial Velocity","Multiple Observatories",201.99000000000,0.6890000000,13.60000000,422.71390000,383.17,5600.00,37.01690000,1,4
"HD 141399 d","HD 141399",2014,"Radial Velocity","Multiple Observatories",1069.80000000000,2.0900000000,13.70000000,375.03940000,220.00,5600.00,37.01690000,1,4
"HD 141399 e","HD 141399",2014,"Radial Velocity","Multiple Observatories",5000.00000000000,5.0000000000,14.10000000,209.76780000,142.24,5600.00,37.01690000,1,4
"HD 154857 c","HD 154857",2014,"Radial Velocity","Anglo-Australian Telescope",3452.00000000000,5.3600000000,13.20000000,819.97000000,154.88,5605.00,63.44820000,1,2
"HD 30669 b","HD 30669",2014,"Radial Velocity","La Silla Observatory",1684.00000000000,2.6900000000,14.30000000,149.37000000,151.45,5400.00,58.08440000,1,1
"HD 4203 c","HD 4203",2014,"Radial Velocity","W. M. Keck Observatory",6700.00000000000,6.9500000000,13.30000000,689.66000000,124.96,5582.00,81.37950000,1,2
"HD 5319 c","HD 5319",2014,"Radial Velocity","W. M. Keck Observatory",872.20000000000,1.9300000000,13.80000000,334.67499000,340.67,4871.00,121.40500000,1,2
"HD 564 b","HD 564",2014,"Radial Velocity","La Silla Observatory",492.30000000000,1.2000000000,12.50000000,104.88000000,261.10,5902.00,51.16590000,1,1
"HD 75784 b","HD 75784",2014,"Radial Velocity","W. M. Keck Observatory",341.20000000000,1.0320000000,13.80000000,317.83000000,425.98,4867.00,85.43210000,1,2
"HIP 105854 b","HIP 105854",2014,"Radial Velocity","Multiple Observatories",184.20000000000,0.8100000000,12.60000000,2606.10000000,822.14,4780.00,78.63810000,1,1
"HIP 116454 b","HIP 116454",2014,"Transit","K2",9.10041570000,0.0792000000,2.46900000,9.70000000,753.20,5048.00,62.44910000,2,1
"HIP 97233 b","HIP 97233",2014,"Radial Velocity","Multiple Observatories",1062.26506000000,2.4910000000,12.10000000,6098.17364511,354.42,5020.00,102.27500000,1,1
"KELT-6 b","KELT-6",2014,"Transit","KELT",7.84570000000,0.0793900000,14.57170000,165.27160000,1313.00,6102.00,240.72600000,1,2
"KIC 10001893 b","KIC 10001893",2014,"Orbital Brightness Modulation","Kepler",0.21970000000,,,,,27500.00,1672.94000000,1,3
"KIC 10001893 c","KIC 10001893",2014,"Orbital Brightness Modulation","Kepler",0.32528000000,,,,,27500.00,1672.94000000,1,3
"KIC 10001893 d","KIC 10001893",2014,"Orbital Brightness Modulation","Kepler",0.81161000000,,,,,27500.00,1672.94000000,1,3
"KOI-1257 b","KOI-1257",2014,"Transit","Kepler",86.64766100000,0.3820000000,10.54000000,460.83000000,511.00,5520.00,656.00000000,2,1
"Kapteyn c","Kapteyn",2014,"Radial Velocity","Multiple Observatories",121.54000000000,0.3110000000,2.54000000,7.00000000,165.59,3550.00,3.93305000,1,1
"Kepler-100 b","Kepler-100",2014,"Transit","Kepler",6.88734000000,0.0730900000,1.34000000,4.01000000,1155.00,5837.00,304.64500000,1,4
"Kepler-100 c","Kepler-100",2014,"Transit","Kepler",12.81590000000,0.1106100000,2.20000000,7.05000000,939.00,5825.00,304.64500000,1,4
"Kepler-100 d","Kepler-100",2014,"Transit","Kepler",35.33310000000,0.2174700000,1.61000000,3.00000000,670.00,5825.00,304.64500000,1,4
"Kepler-101 b","Kepler-101",2014,"Transit","Kepler",3.48768120000,0.0474000000,5.77000000,51.10000000,1513.00,5667.00,927.98100000,1,2
"Kepler-101 c","Kepler-101",2014,"Transit","Kepler",6.02976000000,0.0684000000,1.25000000,3.78000000,1413.00,5667.00,927.98100000,1,2
"Kepler-102 b","Kepler-102",2014,"Transit","Kepler",5.28696500000,0.0552100000,0.46000000,1.10000000,857.00,4909.00,107.79600000,1,5
"Kepler-102 c","Kepler-102",2014,"Transit","Kepler",7.07139200000,0.0670200000,0.56700000,1.70000000,777.00,4909.00,107.79600000,1,5
"Kepler-102 d","Kepler-102",2014,"Transit","Kepler",10.31176700000,0.0861800000,1.15400000,3.00000000,686.00,4909.00,107.79600000,1,5
"Kepler-102 f","Kepler-102",2014,"Transit","Kepler",27.45359200000,0.1656000000,0.86100000,4.30000000,495.00,4909.00,107.79600000,1,5
"Kepler-103 b","Kepler-103",2014,"Transit","Kepler",15.96532870000,0.1330000000,3.48570000,11.67000000,973.00,6047.00,494.83200000,1,2
"Kepler-103 c","Kepler-103",2014,"Transit","Kepler",179.60978000000,0.6679000000,5.45390000,58.47000000,434.00,6047.00,494.83200000,1,2
"Kepler-104 b","Kepler-104",2014,"Transit","Kepler",11.42754800000,0.0940000000,3.10000000,19.60000000,852.00,5711.00,400.78500000,2,3
"Kepler-104 c","Kepler-104",2014,"Transit","Kepler",23.66820500000,0.1530000000,3.13000000,7.14430805,668.00,5711.00,400.78500000,2,3
"Kepler-104 d","Kepler-104",2014,"Transit","Kepler",51.75539400000,0.2570000000,3.58000000,5.54022107,515.00,5711.00,400.78500000,2,3
"Kepler-105 c","Kepler-105",2014,"Transit","Kepler",7.12592000000,0.0722900000,1.44000000,5.60000000,997.00,5933.00,459.22300000,1,2
"Kepler-106 b","Kepler-106",2014,"Transit","Kepler",6.16486000000,0.0649100000,0.82000000,5.30000000,1021.00,5858.00,444.32200000,1,4
"Kepler-106 c","Kepler-106",2014,"Transit","Kepler",13.57080000000,0.1098700000,2.50000000,10.44000000,785.00,5858.00,444.32200000,1,4
"Kepler-106 d","Kepler-106",2014,"Transit","Kepler",23.98020000000,0.1606300000,0.95000000,8.10000000,649.00,5858.00,444.32200000,1,4
"Kepler-106 e","Kepler-106",2014,"Transit","Kepler",43.84450000000,0.2400600000,2.56000000,11.17000000,531.00,5858.00,444.32200000,1,4
"Kepler-107 b","Kepler-107",2014,"Transit","Kepler",3.18002180000,0.0454400000,1.53600000,3.80000000,1592.00,5854.00,525.99700000,1,4
"Kepler-107 c","Kepler-107",2014,"Transit","Kepler",4.90145200000,0.0606400000,1.59700000,10.00000000,1378.00,5854.00,525.99700000,1,4
"Kepler-107 d","Kepler-107",2014,"Transit","Kepler",7.95839000000,0.0837700000,0.86000000,7.70000000,1173.00,5854.00,525.99700000,1,4
"Kepler-107 e","Kepler-107",2014,"Transit","Kepler",14.74914300000,0.1263800000,2.90300000,14.10000000,955.00,5854.00,525.99700000,1,4
"Kepler-108 b","Kepler-108",2014,"Transit","Kepler",49.18392100000,0.2920000000,8.65000000,56.00000000,669.00,5854.00,338.73200000,2,2
"Kepler-108 c","Kepler-108",2014,"Transit","Kepler",190.32349400000,0.7210000000,8.18000000,50.90000000,426.00,5854.00,338.73200000,2,2
"Kepler-109 b","Kepler-109",2014,"Transit","Kepler",6.48163070000,0.0701000000,2.49000000,4.90000000,1276.00,5950.00,474.86100000,1,2
"Kepler-109 c","Kepler-109",2014,"Transit","Kepler",21.22265000000,0.1546000000,2.65000000,8.20000000,859.00,5950.00,474.86100000,1,2
"Kepler-110 b","Kepler-110",2014,"Transit","Kepler",12.69111200000,0.1070000000,1.83000000,4.01000000,1008.00,5960.00,586.53100000,1,2
"Kepler-110 c","Kepler-110",2014,"Transit","Kepler",31.71977500000,0.1980000000,2.21000000,5.52000000,743.00,5960.00,586.53100000,1,2
"Kepler-111 b","Kepler-111",2014,"Transit","Kepler",3.34181500000,0.0460000000,1.58000000,3.12000000,1356.00,5952.00,657.22300000,1,2
"Kepler-111 c","Kepler-111",2014,"Transit","Kepler",224.77833000000,0.7510000000,7.08407580,222.47988490,352.20,5914.00,657.22300000,1,2
"Kepler-112 b","Kepler-112",2014,"Transit","Kepler",8.40887800000,0.0760000000,2.36000000,6.17000000,809.00,5544.00,513.20600000,1,2
"Kepler-112 c","Kepler-112",2014,"Transit","Kepler",28.57426300000,0.1720000000,2.40000000,6.35000000,538.00,5544.00,513.20600000,1,2
"Kepler-113 b","Kepler-113",2014,"Transit","Kepler",4.75400000000,0.0512300000,1.82000000,11.70000000,775.00,4725.00,262.35100000,1,2
"Kepler-113 c","Kepler-113",2014,"Transit","Kepler",8.92507000000,0.0779600000,2.18000000,8.70000000,628.00,4725.00,262.35100000,1,2
"Kepler-114 b","Kepler-114",2014,"Transit","Kepler",5.18854900000,0.0530000000,1.26000000,1.09000000,586.00,4605.00,259.53300000,1,3
"Kepler-115 b","Kepler-115",2014,"Transit","Kepler",2.40367900000,0.0360000000,1.09000000,1.32000000,1489.00,5979.00,623.60900000,1,2
"Kepler-115 c","Kepler-115",2014,"Transit","Kepler",8.99088900000,0.0870000000,2.60000000,7.27000000,960.00,5979.00,623.60900000,1,2
"Kepler-116 b","Kepler-116",2014,"Transit","Kepler",5.96873400000,0.0690000000,3.42000000,11.60000000,1251.00,6142.00,955.16800000,1,2
"Kepler-116 c","Kepler-116",2014,"Transit","Kepler",13.07163000000,0.1160000000,2.30000000,5.90000000,964.00,6142.00,955.16800000,1,2
"Kepler-117 b","Kepler-117",2014,"Transit","Kepler",18.79592280000,0.1445000000,8.05900000,29.87500000,984.00,6150.00,1455.57000000,1,2
"Kepler-117 c","Kepler-117",2014,"Transit","Kepler",50.79039100000,0.2804000000,12.34100000,584.78000000,704.00,6150.00,1455.57000000,1,2
"Kepler-118 b","Kepler-118",2014,"Transit","Kepler",7.51849600000,0.0730000000,1.96000000,4.50000000,784.00,5274.00,574.22800000,1,2
"Kepler-118 c","Kepler-118",2014,"Transit","Kepler",20.17202000000,0.1410000000,7.68000000,45.70000000,564.00,5274.00,574.22800000,1,2
"Kepler-119 b","Kepler-119",2014,"Transit","Kepler",2.42208200000,0.0350000000,3.60000000,12.60000000,1213.00,5595.00,701.99600000,1,2
"Kepler-119 c","Kepler-119",2014,"Transit","Kepler",4.12510300000,0.0490000000,0.92000000,0.72100000,1016.00,5595.00,701.99600000,1,2
"Kepler-120 b","Kepler-120",2014,"Transit","Kepler",6.31250100000,0.0550000000,2.15000000,8.50000000,575.00,4096.00,388.63000000,1,2
"Kepler-120 c","Kepler-120",2014,"Transit","Kepler",12.79458500000,0.0880000000,1.53000000,2.96000000,455.00,4096.00,388.63000000,1,2
"Kepler-121 b","Kepler-121",2014,"Transit","Kepler",3.17742200000,0.0390000000,2.34000000,6.08000000,997.00,5311.00,510.52300000,1,2
"Kepler-121 c","Kepler-121",2014,"Transit","Kepler",41.00801100000,0.2160000000,2.27000000,5.77000000,425.00,5311.00,510.52300000,1,2
"Kepler-122 b","Kepler-122",2014,"Transit","Kepler",5.76619300000,0.0640000000,2.34000000,6.08000000,1159.00,6050.00,1027.45000000,1,5
"Kepler-122 c","Kepler-122",2014,"Transit","Kepler",12.46598800000,0.1080000000,5.87000000,29.00000000,897.00,6050.00,1027.45000000,1,5
"Kepler-122 d","Kepler-122",2014,"Transit","Kepler",21.58747500000,0.1550000000,2.20000000,5.48000000,747.00,6050.00,1027.45000000,1,5
"Kepler-122 e","Kepler-122",2014,"Transit","Kepler",37.99327300000,0.2270000000,2.60000000,27.70000000,618.00,6050.00,1027.45000000,1,5
"Kepler-122 f","Kepler-122",2014,"Transit Timing Variations","Kepler",56.26800000000,0.2857500000,1.75000000,36.00000000,543.00,5917.00,1027.45000000,1,5
"Kepler-123 b","Kepler-123",2014,"Transit","Kepler",17.23236600000,0.1350000000,2.94000000,55.30000000,817.00,6089.00,1021.66000000,1,2
"Kepler-123 c","Kepler-123",2014,"Transit","Kepler",26.69507400000,0.1810000000,1.48000000,2.79000000,706.00,6089.00,1021.66000000,1,2
"Kepler-124 b","Kepler-124",2014,"Transit","Kepler",3.41049300000,0.0390000000,0.73000000,0.31500000,892.00,4984.00,420.04600000,1,3
"Kepler-124 c","Kepler-124",2014,"Transit","Kepler",13.82137500000,0.1000000000,1.75000000,3.71000000,560.00,4984.00,420.04600000,1,3
"Kepler-124 d","Kepler-124",2014,"Transit","Kepler",30.95085100000,0.1700000000,1.11000000,1.41000000,428.00,4984.00,420.04600000,1,3
"Kepler-125 b","Kepler-125",2014,"Transit","Kepler",4.16438900000,0.0410000000,2.37000000,6.21000000,590.00,3810.00,183.36500000,1,2
"Kepler-125 c","Kepler-125",2014,"Transit","Kepler",5.77446400000,0.0510000000,0.74000000,0.33000000,529.00,3810.00,183.36500000,1,2
"Kepler-126 b","Kepler-126",2014,"Transit","Kepler",10.49571100000,0.0990000000,1.52000000,4.11726105,1009.00,6239.00,237.40100000,1,3
"Kepler-126 c","Kepler-126",2014,"Transit","Kepler",21.86974100000,0.1620000000,1.58000000,1.27942148,790.00,6239.00,237.40100000,1,3
"Kepler-126 d","Kepler-126",2014,"Transit","Kepler",100.28313400000,0.4480000000,2.50000000,54.59018723,475.00,6239.00,237.40100000,1,3
"Kepler-127 b","Kepler-127",2014,"Transit","Kepler",14.43588900000,0.1250000000,1.40000000,2.54000000,884.00,6106.00,352.79400000,1,3
"Kepler-127 c","Kepler-127",2014,"Transit","Kepler",29.39319500000,0.2000000000,2.66000000,7.56000000,698.00,6106.00,352.79400000,1,3
"Kepler-127 d","Kepler-127",2014,"Transit","Kepler",48.63040800000,0.2800000000,2.64000000,7.46000000,590.00,6106.00,352.79400000,1,3
"Kepler-129 b","Kepler-129",2014,"Transit","Kepler",15.79000000000,0.1300000000,2.40000000,20.00000000,910.00,5770.00,408.84500000,1,3
"Kepler-129 c","Kepler-129",2014,"Transit","Kepler",82.20000000000,0.3900000000,2.52000000,43.00000000,525.00,5770.00,408.84500000,1,3
"Kepler-130 b","Kepler-130",2014,"Transit","Kepler",8.45745800000,0.0790000000,1.02000000,1.04000000,982.00,5884.00,316.66300000,2,3
"Kepler-130 c","Kepler-130",2014,"Transit","Kepler",27.50868000000,0.1780000000,2.90000000,8.75000000,683.00,5879.00,316.66300000,2,3
"Kepler-130 d","Kepler-130",2014,"Transit","Kepler",87.51790500000,0.3770000000,1.64000000,3.33000000,451.00,5884.00,316.66300000,2,3
"Kepler-131 b","Kepler-131",2014,"Transit","Kepler",16.09200000000,0.1278900000,2.41000000,16.13000000,718.00,5685.00,228.67800000,1,2
"Kepler-131 c","Kepler-131",2014,"Transit","Kepler",25.51690000000,0.1739100000,0.84000000,8.25000000,615.00,5685.00,228.67800000,1,2
"Kepler-132 b","Kepler-132",2014,"Transit","Kepler",6.17819600000,0.0670000000,1.21000000,1.92000000,1082.00,6003.00,349.54900000,2,4
"Kepler-132 c","Kepler-132",2014,"Transit","Kepler",6.41491400000,0.0680000000,1.28000000,2.18000000,1069.00,6003.00,349.54900000,2,4
"Kepler-132 d","Kepler-132",2014,"Transit","Kepler",18.01019900000,0.1360000000,1.55000000,3.02000000,758.00,6003.00,349.54900000,2,4
"Kepler-133 b","Kepler-133",2014,"Transit","Kepler",8.12997600000,0.0830000000,1.76000000,3.75000000,1041.00,5736.00,653.60000000,1,2
"Kepler-133 c","Kepler-133",2014,"Transit","Kepler",31.51758600000,0.2040000000,2.84000000,8.45000000,663.00,5736.00,653.60000000,1,2
"Kepler-134 b","Kepler-134",2014,"Transit","Kepler",5.31742900000,0.0600000000,2.00000000,4.66000000,1105.00,5983.00,334.79700000,1,2
"Kepler-134 c","Kepler-134",2014,"Transit","Kepler",10.10578500000,0.0920000000,1.26000000,2.13000000,892.00,5983.00,334.79700000,1,2
"Kepler-135 b","Kepler-135",2014,"Transit","Kepler",6.00253000000,0.0670000000,1.81000000,3.93000000,1209.00,6090.00,621.85500000,1,2
"Kepler-135 c","Kepler-135",2014,"Transit","Kepler",11.44870800000,0.1030000000,1.16000000,1.65000000,975.00,6090.00,621.85500000,1,2
"Kepler-136 b","Kepler-136",2014,"Transit","Kepler",11.57890000000,0.1060000000,2.05000000,19.80000000,951.00,6165.00,420.81800000,2,2
"Kepler-136 c","Kepler-136",2014,"Transit","Kepler",16.39923500000,0.1330000000,1.99000000,4.62000000,847.00,6165.00,420.81800000,2,2
"Kepler-137 b","Kepler-137",2014,"Transit","Kepler",8.43638700000,0.0770000000,1.47000000,2.76000000,742.00,5187.00,302.97900000,1,2
"Kepler-137 c","Kepler-137",2014,"Transit","Kepler",18.73575300000,0.1300000000,1.88000000,4.19000000,568.00,5187.00,302.97900000,1,2
"Kepler-138 b","Kepler-138",2014,"Transit","Kepler",10.31340000000,0.0753000000,0.64000000,0.07000000,452.00,3841.00,66.86240000,1,4
"Kepler-138 c","Kepler-138",2014,"Transit","Kepler",13.78150000000,0.0913000000,1.51000000,2.30000000,410.00,3841.00,66.86240000,1,4
"Kepler-138 d","Kepler-138",2014,"Transit","Kepler",23.09230000000,0.1288000000,1.51000000,2.10000000,345.00,3841.00,66.86240000,1,4
"Kepler-139 b","Kepler-139",2014,"Transit","Kepler",15.77104400000,0.1270000000,2.94000000,7.00000000,752.00,5594.00,391.03800000,1,5
"Kepler-139 c","Kepler-139",2014,"Transit","Kepler",157.07287800000,0.5860000000,3.38000000,13.00000000,350.00,5594.00,391.03800000,1,5
"Kepler-140 b","Kepler-140",2014,"Transit","Kepler",3.25427000000,0.0450000000,1.61000000,3.22000000,1301.00,6077.00,583.85900000,1,2
"Kepler-140 c","Kepler-140",2014,"Transit","Kepler",91.35328200000,0.4140000000,1.80000000,3.89000000,428.00,6077.00,583.85900000,1,2
